experiment	assertion	expected	actual	result
E-017.1	global_mutex_counter_1_r8	10000	10000	pass
E-017.1	global_mutex_counter_1_r9	10000	10000	pass
E-017.1	global_mutex_counter_2_r0	20000	20000	pass
E-017.1	global_mutex_counter_2_r1	20000	20000	pass
E-017.1	global_mutex_counter_2_r2	20000	20000	pass
E-017.1	global_mutex_counter_2_r3	20000	20000	pass
E-017.1	global_mutex_counter_2_r4	20000	20000	pass
E-017.1	global_mutex_counter_2_r5	20000	20000	pass
E-017.1	global_mutex_counter_2_r6	20000	20000	pass
E-017.1	global_mutex_counter_2_r7	20000	20000	pass
E-017.1	global_mutex_counter_2_r8	20000	20000	pass
E-017.1	global_mutex_counter_2_r9	20000	20000	pass
E-017.1	global_mutex_counter_8_r0	80000	80000	pass
E-017.1	global_mutex_counter_8_r1	80000	80000	pass
E-017.1	global_mutex_counter_8_r2	80000	80000	pass
E-017.1	global_mutex_counter_8_r3	80000	80000	pass
E-017.1	global_mutex_counter_8_r4	80000	80000	pass
E-017.1	global_mutex_counter_8_r5	80000	80000	pass
E-017.1	global_mutex_counter_8_r6	80000	80000	pass
E-017.1	global_mutex_counter_8_r7	80000	80000	pass
E-017.1	global_mutex_counter_8_r8	80000	80000	pass
E-017.1	global_mutex_counter_8_r9	80000	80000	pass
E-017.1	global_mutex_counter_32_r0	320000	320000	pass
E-017.1	global_mutex_counter_32_r1	320000	320000	pass
E-017.1	global_mutex_counter_32_r2	320000	320000	pass
E-017.1	global_mutex_counter_32_r3	320000	320000	pass
E-017.1	global_mutex_counter_32_r4	320000	320000	pass
E-017.1	global_mutex_counter_32_r5	320000	320000	pass
E-017.1	global_mutex_counter_32_r6	320000	320000	pass
E-017.1	global_mutex_counter_32_r7	320000	320000	pass
E-017.1	global_mutex_counter_32_r8	320000	320000	pass
E-017.1	global_mutex_counter_32_r9	320000	320000	pass
E-017.1	global_mutex_counter_128_r0	1280000	1280000	pass
E-017.1	global_mutex_counter_128_r1	1280000	1280000	pass
E-017.1	global_mutex_counter_128_r2	1280000	1280000	pass
E-017.1	global_mutex_counter_128_r3	1280000	1280000	pass
E-017.1	global_mutex_counter_128_r4	1280000	1280000	pass
E-017.1	global_mutex_counter_128_r5	1280000	1280000	pass
E-017.1	global_mutex_counter_128_r6	1280000	1280000	pass
E-017.1	global_mutex_counter_128_r7	1280000	1280000	pass
E-017.1	global_mutex_counter_128_r8	1280000	1280000	pass
E-017.1	global_mutex_counter_128_r9	1280000	1280000	pass
E-017.2	global_mutex_gauge_commit	latest_commit	3200	pass
E-017.2	global_mutex_gauge_linearized	2900	2900	pass
E-017.3	global_mutex_histogram_atomic	count=+Inf=3200	3200/3200	pass
E-017.3	global_mutex_concurrent_snapshots	all_valid	samples=21578,valid=true	pass
E-017.4	global_mutex_descriptor_race	one_descriptor_64_results	counter:v1/32/32	pass
E-017.1	sharded_counter_1_r0	10000	10000	pass
E-017.1	sharded_counter_1_r1	10000	10000	pass
E-017.1	sharded_counter_1_r2	10000	10000	pass
E-017.1	sharded_counter_1_r3	10000	10000	pass
E-017.1	sharded_counter_1_r4	10000	10000	pass
E-017.1	sharded_counter_1_r5	10000	10000	pass
E-017.1	sharded_counter_1_r6	10000	10000	pass
E-017.1	sharded_counter_1_r7	10000	10000	pass
E-017.1	sharded_counter_1_r8	10000	10000	pass
E-017.1	sharded_counter_1_r9	10000	10000	pass
E-017.1	sharded_counter_2_r0	20000	20000	pass
E-017.1	sharded_counter_2_r1	20000	20000	pass
E-017.1	sharded_counter_2_r2	20000	20000	pass
E-017.1	sharded_counter_2_r3	20000	20000	pass
E-017.1	sharded_counter_2_r4	20000	20000	pass
E-017.1	sharded_counter_2_r5	20000	20000	pass
E-017.1	sharded_counter_2_r6	20000	20000	pass
E-017.1	sharded_counter_2_r7	20000	20000	pass
E-017.1	sharded_counter_2_r8	20000	20000	pass
E-017.1	sharded_counter_2_r9	20000	20000	pass
E-017.1	sharded_counter_8_r0	80000	80000	pass
E-017.1	sharded_counter_8_r1	80000	80000	pass
E-017.1	sharded_counter_8_r2	80000	80000	pass
E-017.1	sharded_counter_8_r3	80000	80000	pass
E-017.1	sharded_counter_8_r4	80000	80000	pass
E-017.1	sharded_counter_8_r5	80000	80000	pass
E-017.1	sharded_counter_8_r6	80000	80000	pass
E-017.1	sharded_counter_8_r7	80000	80000	pass
E-017.1	sharded_counter_8_r8	80000	80000	pass
E-017.1	sharded_counter_8_r9	80000	80000	pass
E-017.1	sharded_counter_32_r0	320000	320000	pass
E-017.1	sharded_counter_32_r1	320000	320000	pass
E-017.1	sharded_counter_32_r2	320000	320000	pass
E-017.1	sharded_counter_32_r3	320000	320000	pass
E-017.1	sharded_counter_32_r4	320000	320000	pass
E-017.1	sharded_counter_32_r5	320000	320000	pass
E-017.1	sharded_counter_32_r6	320000	320000	pass
E-017.1	sharded_counter_32_r7	320000	320000	pass
E-017.1	sharded_counter_32_r8	320000	320000	pass
E-017.1	sharded_counter_32_r9	320000	320000	pass
E-017.1	sharded_counter_128_r0	1280000	1280000	pass
E-017.1	sharded_counter_128_r1	1280000	1280000	pass
E-017.1	sharded_counter_128_r2	1280000	1280000	pass
E-017.1	sharded_counter_128_r3	1280000	1280000	pass
E-017.1	sharded_counter_128_r4	1280000	1280000	pass
E-017.1	sharded_counter_128_r5	1280000	1280000	pass
E-017.1	sharded_counter_128_r6	1280000	1280000	pass
E-017.1	sharded_counter_128_r7	1280000	1280000	pass
E-017.1	sharded_counter_128_r8	1280000	1280000	pass
E-017.1	sharded_counter_128_r9	1280000	1280000	pass
E-017.2	sharded_gauge_commit	latest_commit	3200	pass
E-017.2	sharded_gauge_linearized	900	900	pass
E-017.3	sharded_histogram_atomic	count=+Inf=3200	3200/3200	pass
E-017.3	sharded_concurrent_snapshots	all_valid	samples=1977,valid=true	pass
E-017.4	sharded_descriptor_race	one_descriptor_64_results	gauge:v1/32/32	pass
E-017.1	atomic_family_counter_1_r0	10000	10000	pass
E-017.1	atomic_family_counter_1_r1	10000	10000	pass
E-017.1	atomic_family_counter_1_r2	10000	10000	pass
E-017.1	atomic_family_counter_1_r3	10000	10000	pass
E-017.1	atomic_family_counter_1_r4	10000	10000	pass
E-017.1	atomic_family_counter_1_r5	10000	10000	pass
E-017.1	atomic_family_counter_1_r6	10000	10000	pass
E-017.1	atomic_family_counter_1_r7	10000	10000	pass
E-017.1	atomic_family_counter_1_r8	10000	10000	pass
E-017.1	atomic_family_counter_1_r9	10000	10000	pass
E-017.1	atomic_family_counter_2_r0	20000	20000	pass
E-017.1	atomic_family_counter_2_r1	20000	20000	pass
E-017.1	atomic_family_counter_2_r2	20000	20000	pass
E-017.1	atomic_family_counter_2_r3	20000	20000	pass
E-017.1	atomic_family_counter_2_r4	20000	20000	pass
E-017.1	atomic_family_counter_2_r5	20000	20000	pass
E-017.1	atomic_family_counter_2_r6	20000	20000	pass
E-017.1	atomic_family_counter_2_r7	20000	20000	pass
E-017.1	atomic_family_counter_2_r8	20000	20000	pass
E-017.1	atomic_family_counter_2_r9	20000	20000	pass
E-017.1	atomic_family_counter_8_r0	80000	80000	pass
E-017.1	atomic_family_counter_8_r1	80000	80000	pass
E-017.1	atomic_family_counter_8_r2	80000	80000	pass
E-017.1	atomic_family_counter_8_r3	80000	80000	pass
E-017.1	atomic_family_counter_8_r4	80000	80000	pass
E-017.1	atomic_family_counter_8_r5	80000	80000	pass
E-017.1	atomic_family_counter_8_r6	80000	80000	pass
E-017.1	atomic_family_counter_8_r7	80000	80000	pass
E-017.1	atomic_family_counter_8_r8	80000	80000	pass
E-017.1	atomic_family_counter_8_r9	80000	80000	pass
E-017.1	atomic_family_counter_32_r0	320000	320000	pass
E-017.1	atomic_family_counter_32_r1	320000	320000	pass
E-017.1	atomic_family_counter_32_r2	320000	320000	pass
E-017.1	atomic_family_counter_32_r3	320000	320000	pass
E-017.1	atomic_family_counter_32_r4	320000	320000	pass
E-017.1	atomic_family_counter_32_r5	320000	320000	pass
E-017.1	atomic_family_counter_32_r6	320000	320000	pass
E-017.1	atomic_family_counter_32_r7	320000	320000	pass
E-017.1	atomic_family_counter_32_r8	320000	320000	pass
E-017.1	atomic_family_counter_32_r9	320000	320000	pass
E-017.1	atomic_family_counter_128_r0	1280000	1280000	pass
E-017.1	atomic_family_counter_128_r1	1280000	1280000	pass
E-017.1	atomic_family_counter_128_r2	1280000	1280000	pass
E-017.1	atomic_family_counter_128_r3	1280000	1280000	pass
E-017.1	atomic_family_counter_128_r4	1280000	1280000	pass
E-017.1	atomic_family_counter_128_r5	1280000	1280000	pass
E-017.1	atomic_family_counter_128_r6	1280000	1280000	pass
E-017.1	atomic_family_counter_128_r7	1280000	1280000	pass
E-017.1	atomic_family_counter_128_r8	1280000	1280000	pass
E-017.1	atomic_family_counter_128_r9	1280000	1280000	pass
E-017.2	atomic_family_gauge_commit	latest_commit	3200	pass
E-017.2	atomic_family_gauge_linearized	3000	3000	pass
E-017.3	atomic_family_histogram_atomic	count=+Inf=3200	3200/3200	pass
E-017.3	atomic_family_concurrent_snapshots	all_valid	samples=15059,valid=true	pass
E-017.4	atomic_family_descriptor_race	one_descriptor_64_results	gauge:v1/32/32	pass
E-017.1	copy_on_write_counter_1_r0	10000	10000	pass
E-017.1	copy_on_write_counter_1_r1	10000	10000	pass
E-017.1	copy_on_write_counter_1_r2	10000	10000	pass
E-017.1	copy_on_write_counter_1_r3	10000	10000	pass
E-017.1	copy_on_write_counter_1_r4	10000	10000	pass
E-017.1	copy_on_write_counter_1_r5	10000	10000	pass
E-017.1	copy_on_write_counter_1_r6	10000	10000	pass
E-017.1	copy_on_write_counter_1_r7	10000	10000	pass
E-017.1	copy_on_write_counter_1_r8	10000	10000	pass
E-017.1	copy_on_write_counter_1_r9	10000	10000	pass
E-017.1	copy_on_write_counter_2_r0	20000	20000	pass
E-017.1	copy_on_write_counter_2_r1	20000	20000	pass
E-017.1	copy_on_write_counter_2_r2	20000	20000	pass
E-017.1	copy_on_write_counter_2_r3	20000	20000	pass
E-017.1	copy_on_write_counter_2_r4	20000	20000	pass
E-017.1	copy_on_write_counter_2_r5	20000	20000	pass
E-017.1	copy_on_write_counter_2_r6	20000	20000	pass
E-017.1	copy_on_write_counter_2_r7	20000	20000	pass
E-017.1	copy_on_write_counter_2_r8	20000	20000	pass
E-017.1	copy_on_write_counter_2_r9	20000	20000	pass
E-017.1	copy_on_write_counter_8_r0	80000	80000	pass
E-017.1	copy_on_write_counter_8_r1	80000	80000	pass
E-017.1	copy_on_write_counter_8_r2	80000	80000	pass
E-017.1	copy_on_write_counter_8_r3	80000	80000	pass
E-017.1	copy_on_write_counter_8_r4	80000	80000	pass
E-017.1	copy_on_write_counter_8_r5	80000	80000	pass
E-017.1	copy_on_write_counter_8_r6	80000	80000	pass
E-017.1	copy_on_write_counter_8_r7	80000	80000	pass
E-017.1	copy_on_write_counter_8_r8	80000	80000	pass
E-017.1	copy_on_write_counter_8_r9	80000	80000	pass
E-017.1	copy_on_write_counter_32_r0	320000	320000	pass
E-017.1	copy_on_write_counter_32_r1	320000	320000	pass
E-017.1	copy_on_write_counter_32_r2	320000	320000	pass
E-017.1	copy_on_write_counter_32_r3	320000	320000	pass
E-017.1	copy_on_write_counter_32_r4	320000	320000	pass
E-017.1	copy_on_write_counter_32_r5	320000	320000	pass
E-017.1	copy_on_write_counter_32_r6	320000	320000	pass
E-017.1	copy_on_write_counter_32_r7	320000	320000	pass
E-017.1	copy_on_write_counter_32_r8	320000	320000	pass
E-017.1	copy_on_write_counter_32_r9	320000	320000	pass
E-017.1	copy_on_write_counter_128_r0	1280000	1280000	pass
E-017.1	copy_on_write_counter_128_r1	1280000	1280000	pass
E-017.1	copy_on_write_counter_128_r2	1280000	1280000	pass
E-017.1	copy_on_write_counter_128_r3	1280000	1280000	pass
E-017.1	copy_on_write_counter_128_r4	1280000	1280000	pass
E-017.1	copy_on_write_counter_128_r5	1280000	1280000	pass
E-017.1	copy_on_write_counter_128_r6	1280000	1280000	pass
E-017.1	copy_on_write_counter_128_r7	1280000	1280000	pass
E-017.1	copy_on_write_counter_128_r8	1280000	1280000	pass
E-017.1	copy_on_write_counter_128_r9	1280000	1280000	pass
E-017.2	copy_on_write_gauge_commit	latest_commit	3200	pass
E-017.2	copy_on_write_gauge_linearized	1300	1300	pass
E-017.3	copy_on_write_histogram_atomic	count=+Inf=3200	3200/3200	pass
E-017.3	copy_on_write_concurrent_snapshots	all_valid	samples=38124,valid=true	pass
E-017.4	copy_on_write_descriptor_race	one_descriptor_64_results	counter:v1/32/32	pass
E-017.8	serialized_registry_snapshot_generation	linearizable=true	linearizable=true,mixed=0,samples=82007	pass
E-017.8	global_mutex_registry_snapshot_generation	linearizable=true	linearizable=true,mixed=0,samples=255209	pass
E-017.8	sharded_registry_snapshot_generation	linearizable=false	linearizable=false,mixed=87293,samples=116209	pass
E-017.8	atomic_family_registry_snapshot_generation	linearizable=false	linearizable=false,mixed=748978,samples=802483	pass
E-017.8	copy_on_write_registry_snapshot_generation	linearizable=true	linearizable=true,mixed=0,samples=1067	pass
E-017.5	partial_frame_0	only_complete_mutates	err=true,value=0	pass
E-017.5	partial_frame_1	only_complete_mutates	err=true,value=0	pass
E-017.5	partial_frame_2	only_complete_mutates	err=true,value=0	pass
E-017.5	partial_frame_3	only_complete_mutates	err=true,value=0	pass
E-017.5	partial_frame_4	only_complete_mutates	err=true,value=0	pass
E-017.5	partial_frame_5	only_complete_mutates	err=true,value=0	pass
E-017.5	partial_frame_6	only_complete_mutates	err=true,value=0	pass
E-017.5	partial_frame_7	only_complete_mutates	err=true,value=0	pass
E-017.5	partial_frame_8	only_complete_mutates	err=true,value=0	pass
E-017.5	partial_frame_9	only_complete_mutates	err=true,value=0	pass
E-017.5	partial_frame_10	only_complete_mutates	err=true,value=0	pass
E-017.5	partial_frame_11	only_complete_mutates	err=true,value=0	pass
E-017.5	partial_frame_12	only_complete_mutates	err=false,value=1	pass
E-017.5	crash_after_send_before_ack	complete_mutates_once	1	pass
E-017.6	duplicate_no_key	duplicates_apply	2	pass
E-017.6	duplicate_idempotency_key	once	1	pass
E-017.6	unknown_outcome_policy	client_must_not_blind_retry	documented	pass
E-017.7	bounded_queue_1	capacity_accepted_rest_rejected	accepted=1,rejected=9999	pass
E-017.7	bounded_queue_16	capacity_accepted_rest_rejected	accepted=16,rejected=9984	pass
E-017.7	bounded_queue_64	capacity_accepted_rest_rejected	accepted=64,rejected=9936	pass
E-017.7	bounded_queue_1024	capacity_accepted_rest_rejected	accepted=1024,rejected=8976	pass
E-017.additional	serialized_mixed_workload	counter=hist=3200,valid	counter=3200,hist=3200,valid=true	pass
E-017.additional	global_mutex_mixed_workload	counter=hist=3200,valid	counter=3200,hist=3200,valid=true	pass
E-017.additional	sharded_mixed_workload	counter=hist=3200,valid	counter=3200,hist=3200,valid=true	pass
E-017.additional	atomic_family_mixed_workload	counter=hist=3200,valid	counter=3200,hist=3200,valid=true	pass
E-017.additional	copy_on_write_mixed_workload	counter=hist=3200,valid	counter=3200,hist=3200,valid=true	pass
E-017.order	serialized_per_connection_order	1000	1000	pass
E-017.order	global_mutex_per_connection_order	1000	1000	pass
E-017.order	sharded_per_connection_order	1000	1000	pass
E-017.order	atomic_family_per_connection_order	1000	1000	pass
E-017.order	copy_on_write_per_connection_order	1000	1000	pass
